long.,lat.,age,rooms,b_rooms,population,households,median_income,house_value
-116.46,33.78,25,4.7375,1.725,2.516666667,240,1.3801,55000
-116.46,33.78,33,4.020376176,1.167711599,3.606583072,638,2.5477,83000
-116.47,33.77,26,6.427503737,1.146487294,2.32735426,669,4.4107,122500
-116.47,33.78,27,5.238235294,1.297058824,2.232352941,340,3.3162,113600
-116.38,33.73,10,7.538853503,1.531847134,2.427388535,1570,4.0079,134500
-116.37,33.72,17,6.451757666,1.390426328,2.615557218,1337,3.312,121300
-116.39,33.72,19,7.11255814,1.505116279,2.321860465,1075,3.5569,128000
-116.38,33.71,17,8.790583275,1.728742094,1.923401265,1423,4.5556,258100
-116.39,33.69,10,10.7654663,1.853185596,2.018467221,1083,6.9833,238800
-116.37,33.72,19,5.934803452,1.299137105,2.149568552,1043,3.0021,152300
-116.44,33.77,18,7.426829268,1.692073171,1.455792683,656,2.2439,97500
-116.43,33.75,24,10.9535865,1.848101266,1.995780591,237,3.7727,500001
-116.44,33.74,5,12.62686567,3.71641791,1.746268657,67,7.9885,403300
-116.41,33.74,25,6.395348837,1.22997416,2.351421189,387,3.3639,168800
-116.41,33.74,17,9.747727273,2.029545455,2.177272727,440,2.4659,177800
-116.42,33.68,15,7.36294896,1.47826087,1.701323251,529,2.2208,138300
-116.37,33.69,7,19.65625,3.441964286,1.915178571,448,7.8005,318100
-116.33,33.72,11,10.82265145,1.755926251,2.151009658,1139,7.4382,353100
-116.29,33.67,12,12.91048593,2.153452685,2.25831202,391,5.6918,231300
-116.3,33.68,10,7.851973684,1.582236842,2.838815789,304,2.8882,137500
-116.31,33.67,15,6.325714286,1.171428571,3.291428571,350,2.9187,93400
-116.31,33.67,11,6.410396717,1.164158687,3.373461012,731,3.3333,91800
-116.31,33.66,7,6.307152875,1.165497896,3.152875175,713,3.6354,98000
-116.31,33.65,8,6.495780591,1.17721519,3.316455696,474,4.5938,102600
-116.26,33.72,10,7.329696025,1.424006235,2.500389712,1283,3.1086,105800
-116.25,33.69,5,4.449197861,1.187165775,2.42513369,374,2.7667,92900
-116.22,33.7,9,9.628428928,2.117206983,2.057356608,401,3.2833,124700
-116.24,33.76,9,7.130909091,2.163636364,3.512727273,275,3.8125,96700
-116.29,33.74,6,6.745067497,1.326583593,2.373312565,1926,4.7195,199300
-116.29,33.72,5,7.625531915,1.617021277,2.334042553,470,3.1771,167400
-116.25,33.81,24,5.207100592,1.106508876,3,169,3.4583,67500
-116.25,33.75,33,3.432098765,1.12345679,4.62962963,81,2.025,50000
-116.24,33.72,25,5.6,1.111229947,2.914438503,935,3.775,93400
-116.24,33.71,10,4.895934959,1.205420054,2.994579946,1845,2.7598,95000
-116.24,33.73,14,5.493069307,1.120792079,3.02970297,505,3.0682,104100
-116.22,33.74,26,5.055214724,1.052760736,3.580368098,815,3.3107,69400
-116.21,33.75,22,4.425742574,0,4.108910891,202,3.0673,68200
-116.21,33.72,28,3.680473373,1.056213018,4.276627219,676,2.3169,68900
-116.22,33.73,38,5.557377049,1.154098361,4.193442623,305,2.1217,68500
-116.23,33.73,29,4.740585774,0.924686192,3.841004184,239,2.8648,72100
-116.21,33.71,19,4.033678756,1.019430052,4.089378238,772,1.7083,82200
-116.22,33.72,28,3.371428571,1.053061224,3.995918367,245,1.7172,58800
-116.2,33.7,26,4.48411215,1.168224299,4.960747664,535,2.2989,60600
-116.23,33.72,32,4.199831366,1.118043845,3.186340641,1186,1.7805,76900
-116.23,33.71,17,3.921158488,1.085277554,4.048270314,1243,2.444,90000
-116.15,33.69,22,2.814285714,0.771428571,4.728571429,70,2.9286,112500
-116.11,33.64,20,3.585915493,0.997183099,4.36056338,355,2.0871,84700
-116.15,33.64,10,3.862302483,1.126410835,4.279909707,443,1.6557,65400
-116.2,33.63,23,4.90212766,1.161702128,4.582978723,235,2.5,96300
-116.21,33.66,19,5.659574468,1.046099291,4.258865248,282,3.8846,100900
-116.21,33.68,34,3.518072289,1.060240964,3.765060241,166,1.5809,100000
-116.25,33.68,16,7.847457627,1.601694915,2.016949153,118,3.0114,366700
-116.26,33.65,3,24.62582781,4.046357616,1.900662252,302,10.2948,382400
-116.17,33.53,13,3.875565611,1.158371041,4.475113122,442,2.1287,58600
-116.12,33.53,17,3.534306569,1.197080292,4.337226277,685,1.654,100000
-116.01,33.51,24,3.298342541,1.058563536,4.466298343,905,1.7344,66400
-115.84,33.49,20,6.64,1.516,2.548,250,2.0347,68900
-116.16,33.68,12,4.730769231,1.065384615,5.130769231,260,2.2679,61400
-116.17,33.67,18,4.549492386,1.015228426,4.914974619,788,2.5714,65900
-116.17,33.66,22,4.176470588,1.326797386,4.339869281,153,1.9306,47500
-116.19,33.67,16,3.897274633,0.997903564,4.180293501,477,1.7297,67500
-116.18,33.67,25,4.375757576,0.990909091,4.454545455,660,2.2141,66700
-116.18,33.69,17,4.238095238,0.904761905,3.761904762,21,2.375,155000
-116.19,33.69,11,4.471327573,1.057344855,4.463472113,1273,2.5383,74000
-116.08,33.86,16,5.08,1.186666667,2.426666667,75,2.425,76100
-115.22,33.54,18,6.028268551,1.402826855,12.09893993,283,1.625,53500
-114.67,33.92,17,6.466666667,1.6,1.933333333,15,1.2656,27500
-115.58,33.88,21,6.241935484,1.516129032,3.892473118,186,3.1827,71700
-114.98,33.82,15,12.38461538,2.480769231,2.634615385,52,3.2097,71300
-114.49,33.97,17,62.42222222,14.11111111,1.844444444,45,1.6154,87500
-114.65,33.6,28,6.5546875,1.2578125,2.6015625,256,2.9653,94900
-114.68,33.49,20,4.920792079,1.188118812,3.745874587,303,1.6395,44400
-114.56,33.69,17,6.153846154,1.487179487,2.846153846,117,1.6509,85700
-114.57,33.64,14,6.64159292,1.491150442,2.278761062,226,3.1917,73400
-114.57,33.57,20,5.549618321,1.244274809,2.381679389,262,1.925,65500
-114.57,33.52,27,5.088235294,1.029411765,3.441176471,34,2.0833,45000
-114.59,33.61,34,4.535037879,1.112689394,2.96780303,1056,2.1782,58400
-114.61,33.62,16,4.904958678,1.078512397,4.607438017,242,2.1759,61500
-114.6,33.62,16,4.540048544,0.972087379,2.953883495,824,2.6797,86500
-114.58,33.63,29,5.80334728,0.987447699,2.807531381,239,3.3438,74000
-114.62,33.62,26,6,1,1.666666667,3,0.536,275000
-114.58,33.61,25,4.592417062,1.074249605,2.908372828,633,2.6768,82400
-114.6,33.6,21,4.549199085,1.105263158,2.704805492,437,1.625,62000
-121.43,38.58,35,5.77124183,1.039215686,2.105664488,918,3.9167,155700
-121.43,38.57,38,5.595982143,0.995535714,1.982142857,448,4.0972,163700
-121.42,38.57,38,5.49122807,0.988304094,2.076023392,342,3.7731,161400
-121.44,38.58,43,5.296187683,0.994134897,2.240469208,341,3.9271,147100
-121.43,38.57,46,5.345733042,1.041575492,2.054704595,457,3.5893,142000
-121.44,38.57,52,6.222222222,1.101010101,1.96969697,495,3.776,164500
-121.44,38.58,42,5.233183857,0.975336323,2,446,3.0208,148800
-121.45,38.58,44,5.963917526,1.069587629,2.051546392,388,3.4914,153900
-121.45,38.57,48,5.419889503,0.983425414,1.944751381,362,3.5313,147900
-121.46,38.58,52,5.673101673,1.038610039,2.064350064,777,3.8914,181600
-121.46,38.58,40,3.949008499,1.124645892,1.95184136,353,1.7765,109800
-121.47,38.58,44,3.962121212,1.051136364,1.662878788,528,1.5922,115100
-121.47,38.58,43,4.478823529,1.12,1.745882353,850,2.3266,137500
-121.47,38.58,52,4.433551198,1.052287582,1.969498911,459,2.6976,109300
-121.48,38.58,52,4.535433071,1.149606299,2.149606299,127,2.01,94300
-121.48,38.58,48,3.67673716,1.123867069,1.935045317,662,1.6277,140600
-121.49,38.58,52,3.567164179,1.101160862,1.900497512,603,1.4034,90300
-121.48,38.59,52,3.70625,1.065625,3.24375,320,1.6116,70500
-121.49,38.59,20,2.436842105,0.947368421,2.557894737,190,1.0313,85000
-121.49,38.58,52,4,1.296,1.824,250,1.4375,168800
-121.5,38.58,5,2.579661017,1.037288136,6.884745763,295,0.7526,162500
-121.5,38.58,20,3.581105169,1.087344029,1.399286988,1122,2.5821,125000
-121.5,38.57,9,4.65625,1.09375,1.85625,160,3.358,77500
-121.49,38.58,52,1.550408719,1.103542234,1.386920981,367,0.9196,137500
-121.48,38.58,42,3.624254473,1.125248509,1.512922465,503,1.245,137500
-121.48,38.57,47,3.263721553,1.076305221,1.536813922,747,1.4301,141700
-121.48,38.57,52,3.032085561,1.032085561,1.454545455,187,1.625,187500
-121.49,38.57,49,3.168646081,1.168646081,1.505938242,421,1.7568,93800
-121.49,38.57,38,2.907117008,1.166465621,1.316043426,829,1.2209,87900
-121.47,38.57,39,4.023668639,1.088757396,1.74260355,338,2.1691,150000
-121.47,38.57,48,3.575826682,1.055872292,1.645381984,877,1.9034,123900
-121.48,38.57,38,3.578343949,1.025477707,1.58343949,785,1.8512,114100
-121.47,38.57,52,4.424242424,1.04040404,1.777777778,99,3.0217,200000
-121.47,38.57,50,3.86260454,1.15651135,1.461170848,837,1.2041,168100
-121.48,38.58,52,3.532485876,1.06920904,1.526836158,708,1.5872,157500
-121.45,38.57,52,5.223958333,1.072916667,2.1484375,384,3.2963,236100
-121.45,38.56,52,6.93654267,1.041575492,2.24726477,457,4.63,233800
-121.46,38.56,52,4.742547425,1.008130081,2.070460705,369,2.9191,111800
-121.46,38.57,52,5.364238411,1.139072848,2.158940397,151,3.1583,140000
-121.46,38.57,52,5.58125,0.99375,2.29375,160,3.2386,213200
-121.46,38.57,52,5.354748603,1.025139665,2.016759777,358,3.1484,158900
-121.46,38.57,52,4.242819843,1.093994778,1.603133159,383,2.0549,156700
-121.43,38.56,41,5.261904762,1.080952381,2.10952381,210,3.1827,131700
-121.44,38.56,45,5.53196347,1.063926941,1.993150685,438,3.7167,131900
-121.44,38.56,52,5.457831325,0.993975904,1.548192771,166,2.8542,139400
-121.43,38.56,50,5.964980545,1.120622568,2.070038911,257,2.5417,125900
-121.43,38.56,46,5.371428571,0.995918367,1.844897959,245,3.0938,137800
-121.45,38.57,52,6.3904,1.016,2.072,625,5.1169,232500
-121.45,38.56,52,6.452830189,1.047169811,2.454716981,530,4.0417,173800
-121.42,38.55,35,4.23255814,0.906976744,2.674418605,43,2.6417,98900
-121.43,38.55,44,5.356707317,1.088414634,2.300304878,656,2.7333,100100
-121.45,38.55,19,4.480743692,1.073041169,1.875166003,753,1.4889,77600
-121.46,38.56,52,4.929133858,1.031496063,1.895013123,381,3.3348,122800
-121.45,38.56,51,5.387931034,1.012931034,1.948275862,232,2.625,121200
-121.44,38.55,46,4.398963731,0.992227979,1.880829016,386,2.9821,97000
-121.47,38.56,52,6.131034483,1.117241379,1.882758621,145,3.125,85600
-121.46,38.56,52,5.124293785,1.016949153,2.706214689,177,2.2125,104000
-121.46,38.55,52,5.602150538,1.161290323,3.20609319,558,1.7616,84100
-121.46,38.55,52,5.144963145,1.137592138,3.351351351,407,1.2235,68500
-121.47,38.55,48,3.24702381,1.199404762,2.755952381,336,1.1458,65400
-121.47,38.56,52,4.151761518,1.105691057,2.119241192,369,1.8911,85900
-121.47,38.56,51,3.97519084,1.066793893,1.667938931,524,2.0221,95800
-121.47,38.56,44,4.053061224,1.169387755,2.130612245,490,1.7328,88100
-121.48,38.56,44,4.46124031,1.019379845,2.007751938,258,2.0089,113600
-121.48,38.56,46,4.181303116,0.974504249,1.949008499,353,2.7316,134700
-121.48,38.57,38,3.975694444,1.125,2.069444444,288,1.78,114300
-121.49,38.56,42,3.896103896,1.034632035,2.19047619,231,1.2813,87500
-121.49,38.56,35,3.342857143,1.004395604,2.169230769,455,1.9013,86900
-121.49,38.57,51,4.087671233,1.054794521,2.016438356,365,1.7155,108800
-121.5,38.57,41,3.556962025,1.088607595,2.553797468,316,1.4712,94600
-121.5,38.57,44,4.283489097,1.093457944,2.386292835,321,2.1719,87500
-121.51,38.57,36,4.170068027,1.129251701,2.891156463,147,2.2031,93800
-121.5,38.57,45,4.29,1.27,2.55,200,1.0114,80000
-121.5,38.56,46,4.295454545,1.047077922,2.733766234,616,1.128,123100
-121.51,38.56,43,3.56462585,1.06122449,4.489795918,294,1.0649,137500
-121.51,38.55,45,5.078726968,1.056951424,2.246231156,597,2.8417,137900
-121.51,38.55,46,5.103092784,0.95532646,1.824742268,291,2.7885,137200
-121.49,38.56,52,5.223796034,1.110481586,1.889518414,353,3.0033,103500
-121.49,38.55,52,5.690045249,1.040723982,1.891402715,442,3.3844,151100
-121.5,38.55,52,6.214285714,1.015625,2.136160714,448,5.6402,209800
-121.49,38.56,52,5.077142857,1.051428571,1.782857143,350,3.6729,137800
-121.49,38.54,47,5.233031674,1.212669683,1.762443439,442,2.5639,123000
-121.5,38.54,52,8.297101449,0.963768116,2.420289855,138,8.338,405800
-121.49,38.55,51,6.892109501,1.017713366,2.392914654,621,5.0359,224100
-121.5,38.55,49,6.212443096,0.962063733,2.068285281,659,5.2362,236800
-121.5,38.54,44,5.583732057,0.961722488,2.162679426,209,3.7344,179800
-121.48,38.55,52,7.269565217,1.043478261,2.411594203,345,7.1035,228700
-121.48,38.55,52,5.432,0.954666667,2.162666667,375,4.3929,162500
-121.48,38.56,50,4.176315789,1.178947368,2.307894737,380,2.0833,94300
-121.48,38.55,52,5.689189189,1.043918919,2.280405405,296,4.1467,175000
-121.48,38.55,52,6.77675841,1.018348624,2.183486239,327,4.8603,191900
-121.48,38.56,52,4.497237569,1.193370166,1.806629834,181,2.8542,125000
-121.47,38.55,48,3.532846715,1.131386861,2.576642336,274,0.9948,65400
-121.47,38.55,29,4.954372624,1.171102662,3.273764259,263,1.0208,55800
-121.47,38.54,47,5.186567164,1.154228856,3.348258706,402,1.2679,56700
-121.47,38.55,24,3.364261168,0.986254296,1.87628866,291,1.186,67000
-121.47,38.55,52,5.672131148,1.209016393,2.299180328,244,2.0242,94600
-121.45,38.54,47,4.75,1.024590164,3.319672131,244,2.7787,56000
-121.45,38.54,41,4.564285714,1.1,2.996428571,280,1.4702,58300
-121.46,38.54,48,5.72,1.171428571,3.457142857,175,1.8333,58200
-121.46,38.55,40,5.394805195,1.12987013,3.776623377,385,2.0074,57000
-121.42,38.54,29,5.987234043,1.127659574,2.365957447,235,3.0521,108000
-121.43,38.54,43,5.082926829,1.017073171,2.224390244,410,2.9769,92700
-121.43,38.54,44,5.446376812,1.04057971,2.292753623,345,3.15,101500
-121.44,38.54,44,5.109343936,1.011928429,2.276341948,503,2.5694,92400
-121.45,38.54,48,4.705639615,1.009628611,1.982118294,727,1.9485,86600
-121.42,38.54,18,5.395299145,1.070512821,3.688034188,468,2.398,87600
-121.42,38.54,29,5.017021277,1.04893617,2.278723404,470,2.925,94300
-121.43,38.54,42,5.047112462,1.045592705,2.045592705,658,2.4618,101300
-121.44,38.54,39,5.080071174,0,2.165480427,562,3.2404,93600
-121.44,38.54,47,5.346072187,1.063694268,2.777070064,471,2.5389,75700
-121.41,38.53,35,6.026315789,1.084795322,3.245614035,342,3.1944,79000
-121.41,38.53,37,4.58008658,0.96969697,2.545454545,231,2.9737,72100
-121.42,38.53,37,5.349726776,1.00273224,3.199453552,366,2.8298,71200
-121.42,38.53,36,5.432989691,0.989690722,2.859106529,291,3.4083,71800
-121.43,38.53,36,5.333333333,1.053763441,3.032258065,279,3.1208,82700
-121.43,38.53,36,5.560640732,0.974828375,2.743707094,437,3.1667,81900
-121.44,38.53,37,4.746958637,1.051094891,2.649635036,411,2.3272,80600
-121.41,38.52,25,4.360169492,1.016949153,3.572033898,708,1.8689,66800
-121.42,38.51,21,4.900452489,1.004524887,3.938159879,663,1.9423,87800
-121.42,38.52,32,5.830927835,1.146391753,3.412371134,485,2.5574,72600
-121.43,38.52,43,5.425974026,1.036363636,2.480519481,385,2.5898,72100
-121.43,38.52,30,4.06785317,1.051167964,3.253615128,899,1.3927,78300
-121.44,38.52,38,5.473684211,1.021052632,2.618421053,380,2.7697,76600
-121.5,38.53,39,5.566433566,1.036713287,2.076923077,572,4.6923,192000
-121.5,38.53,37,5.543378995,1.04109589,2.295281583,657,3.5231,114300
-121.51,38.53,34,6.063909774,0.996240602,2.372180451,266,4.25,191900
-121.51,38.53,36,6.212410501,0.973747017,2.30548926,419,5.3135,216600
-121.5,38.52,37,4.702576112,1.091334895,2.953161593,427,2.2574,59100
-121.51,38.51,33,6.833723653,1.028103044,2.540983607,427,5.5208,171300
-121.51,38.51,31,6.758474576,0.919491525,2.296610169,236,6.6112,251600
-121.51,38.52,30,5.687170475,1.033391916,2.050966608,569,4.0972,181400
-121.48,38.53,38,4.267647059,0.926470588,2.311764706,340,2.3487,101600
-121.49,38.53,40,5.873267327,1.061386139,2.425742574,505,3.125,130600
-121.49,38.54,37,4.661971831,1.107042254,2.369014085,355,1.6932,78400
-121.48,38.53,43,4.921428571,1,2.528571429,280,2.3542,103900
-121.48,38.52,36,5.123595506,1.002808989,2.54494382,356,2.9911,96400
-121.49,38.52,37,4.953125,1.075520833,2.486979167,384,3.1014,96800
-121.49,38.53,42,5.41697417,1.036900369,2.10701107,271,3.3906,124200
-121.48,38.54,41,5.373801917,1.094249201,2.940894569,626,2.1975,73500
-121.48,38.53,37,4.786516854,1.014044944,2.533707865,356,1.9837,62300
-121.47,38.54,36,4.345755694,1.055900621,3.819875776,483,1.4138,52500
-121.47,38.53,43,5.144,1.16,3.84,625,1.4625,54400
-121.47,38.53,44,4.344,1.168,4.048,125,1.3646,65400
-121.49,38.51,18,5.46875,1.3203125,2.03125,128,2.9219,152900
-121.49,38.5,32,5.265033408,0.977728285,2.964365256,449,3.319,84500
-121.49,38.5,30,6.520912548,1.030418251,3.201520913,263,3.0313,87900
-121.5,38.5,29,6.631067961,1.067961165,2.546925566,309,3.7414,98500
-121.49,38.51,30,5.468048359,1.04835924,3.207253886,579,3.1768,79500
-121.51,38.54,34,5.976645435,1.016985138,2.282377919,471,3.9792,164800
-121.52,38.53,31,5.506238859,1.042780749,2.434937611,561,4.2885,160300
-121.52,38.53,30,5.685185185,1.048821549,2.17003367,594,3.5737,171200
-121.52,38.51,23,4.961038961,1.050505051,2.122655123,1386,3.0963,156900
-121.51,38.49,21,5.816031537,1.038107753,2.438896189,761,4.1,158300
-121.51,38.5,25,6.385656292,1.00811908,2.51285521,739,5.0371,180200
-121.55,38.51,14,6.559139785,1.016726404,2.885304659,837,6.5253,216800
-121.55,38.5,9,6.490666667,0.984,2.714666667,750,5.7621,204600
-121.54,38.5,15,6.111334002,1.054162487,2.4222668,997,4.2075,183600
-121.54,38.51,17,5.606080635,1.050892267,2.222075347,1513,4.2216,217900
-121.53,38.5,17,6.236363636,0.963636364,2.757575758,495,6.4667,216800
-121.53,38.51,20,5.223168654,1.127768313,2.210391823,1174,3.1607,178900
-121.52,38.5,19,5.730994152,0.941520468,2.94619883,855,4.8497,184400
-121.53,38.48,5,5.740473738,1.035427394,2.458290422,4855,4.8811,212200
-121.52,38.49,5,4.991044776,1.194029851,2.001492537,670,3.6196,152800
-121.54,38.49,6,6.147197839,1.03646185,2.538149899,1481,5.1442,174500
-121.48,38.52,34,4.832075472,0.937735849,2.986792453,530,3.1583,95800
-121.48,38.51,24,4.775609756,0.980487805,3.526829268,205,2.5926,72300
-121.48,38.5,23,4.065250379,1.201820941,2.640364188,659,1.3679,70300
-121.49,38.49,26,5.19,1.003333333,3.286666667,300,2.6613,77700
-121.5,38.49,29,5.181034483,0.99137931,3.329022989,696,2.7368,78200
-121.5,38.49,32,5.945185185,1.074074074,3.01037037,675,3.3689,83400
-121.48,38.49,26,4.208776596,1.071808511,3.253989362,752,1.5908,78600
-121.49,38.49,26,5.672794118,1.019607843,3.556372549,816,2.735,74600
-121.47,38.49,17,4.668831169,1.025974026,3.584415584,770,2.3233,78800
-121.47,38.48,25,6.09650924,1.131416838,3.583162218,487,2.6382,76200
-121.49,38.47,26,5.539366516,1.07239819,3.822624434,1105,2.3496,68000
-121.47,38.48,24,4.955882353,0.970588235,4.302521008,476,3.2702,67300
-121.45,38.54,38,5.268361582,1.084745763,2.971751412,354,1.7891,60500
-121.45,38.53,38,5.542857143,1.231746032,3.625396825,315,1.7714,69900
-121.45,38.53,34,4.792405063,1.050632911,2.237974684,395,2.1679,75400
-121.45,38.53,34,5.611111111,1.156862745,2.77124183,306,2.4741,87000
-121.46,38.54,39,5.170818505,1.153024911,3,281,1.7692,63900
-121.46,38.53,37,4.93705036,1.057553957,2.89028777,556,1.8007,65400
-121.46,38.54,36,4.667519182,1.051150895,3.135549872,391,1.5292,55700
-121.47,38.52,26,3.8875,1.139285714,3.519642857,560,1.2575,66800
-121.46,38.51,18,3.544240401,1.011686144,2.631051753,599,1.5735,110000
-121.45,38.5,25,4.837320574,1.060606061,2.486443381,627,2.7101,99500
-121.47,38.5,17,4.544364508,1.016786571,1.486810552,417,1.7188,137500
-121.47,38.51,52,2.222222222,0.444444444,8.222222222,9,3.625,80000
-121.47,38.52,42,4.436781609,0.986590038,3.059386973,522,1.8205,60400
-121.44,38.52,36,4.068476978,1.121605667,2.904368359,847,1.6521,69700
-121.45,38.51,29,4.965882353,1.06,2.698823529,850,2.2245,75900
-121.45,38.52,37,5.23006135,0.996932515,2.536809816,326,2.6288,71200
-121.45,38.52,37,4.733974359,1.028846154,2.846153846,312,2.5592,70300
-121.46,38.52,29,5.485835694,1.128895184,3.168555241,706,2.1736,72100
-121.46,38.51,32,4.375224417,1.062836625,2.86535009,557,1.68,84100
-121.46,38.52,34,4.77238806,1.063432836,3.593283582,268,2.71,65600
-121.44,38.51,27,4.655907037,1.036797934,3.11684958,1549,2.214,82400
-121.44,38.5,27,6.089156627,1.057831325,2.624096386,415,4.088,96800
-121.44,38.5,20,3.902111324,1.124760077,2.458733205,521,1.4007,97500
-121.42,38.51,15,5.571932299,1.002820874,3.363187588,1418,2.8139,90400
-121.42,38.5,24,5.540443808,1.101646385,3.101646385,1397,3.025,87900
-121.46,38.49,15,5.828196347,1.13869863,3.228310502,1752,2.575,107900
-121.45,38.49,34,5.762903226,1.067741935,2.483870968,620,3.5323,109800
-121.44,38.49,31,5.573281453,1.022049287,2.701686122,771,3.3878,109300
-121.45,38.48,28,5.21575985,0.95684803,3.073170732,533,2.9571,103100
-121.43,38.48,12,5.351162791,1.081395349,2.673255814,860,3.0625,90500
-121.44,38.48,12,5.665517241,1.16091954,3.012643678,870,2.7262,109800
-121.45,38.48,24,4.747311828,0.913978495,2.76344086,372,3.5402,98700
-121.46,38.48,8,6.779245283,1.243396226,3.226415094,530,3.5227,93100
-121.42,38.49,17,5.644539615,1.046680942,3.098501071,2335,3.363,103000
-121.42,38.48,13,4.187035069,1.058448459,2.523379384,1882,1.9657,116000
-121.4,38.49,12,5.841346154,1.028044872,3.173076923,1248,3.5968,106300
-121.38,38.49,11,5.180218447,0.996966019,2.563106796,1648,2.9647,108900
-121.39,38.51,19,5.65,1.171875,2.36875,320,2.0062,92000
-121.42,38.56,21,2.814713896,1.019073569,3.471389646,734,1.3571,55000
-121.39,38.56,19,5.854783207,1.011699931,2.420509291,1453,4.3644,137400
-121.38,38.55,23,6.065217391,0.934782609,3.058695652,460,4.3288,133700
-121.38,38.55,26,5.375438596,0.926315789,2.740350877,285,4.6944,130900
-121.39,38.55,25,5.144549763,1.021327014,2.495260664,422,3.5278,126200
-121.39,38.55,18,3.879194631,1.044742729,1.751677852,447,1.9044,154300
-121.4,38.55,26,6.933161954,1.023136247,2.796915167,389,5,142500
-121.41,38.55,14,4.346483705,1.209262436,2.56432247,583,1.9167,156300
-121.4,38.55,19,5.649321267,1.117647059,1.692307692,442,2.925,142400
-121.4,38.53,38,4.342857143,0.857142857,1.857142857,35,0.9274,67500
-121.48,38.59,43,4.164556962,1.012658228,5.286919831,237,0.9204,82100
-121.5,38.59,43,4.631578947,1.105263158,6.263157895,19,1.725,67500
-121.44,38.6,16,3.956291391,1.144370861,1.642384106,755,2.8231,137500
-121.41,38.56,17,5.295238095,1.002930403,1.798534799,1365,5.1385,179500
-121.37,38.57,22,5.930992736,1.025423729,2.059322034,826,5.2449,387000
-121.39,38.57,33,7.376044568,0.994428969,2.403899721,359,8.4016,338700
-121.4,38.57,25,7.273381295,1.061151079,2.298561151,278,5.8416,297600
-121.41,38.57,16,4.613541667,1.170833333,1.602083333,960,3.2443,190700
-121.4,38.56,22,7.127717391,0.970108696,2.277173913,368,7.143,327800
-121.42,38.6,23,3.647347741,1.058939096,2.155206287,1018,1.7451,89600
-121.42,38.6,35,6.136842105,1.015789474,3.021052632,190,2.2452,102800
-121.42,38.6,36,5.769565217,0.908695652,2.665217391,230,3.8672,111400
-121.43,38.61,33,4.550695825,1.145129225,2.186878728,503,2.1694,95700
-121.44,38.61,34,3.127272727,0.690909091,2.709090909,55,2.6442,55000
-121.41,38.61,36,4.974317817,0.971107544,2.121990369,623,3.4784,105500
-121.41,38.6,16,4.2743083,1.159683794,1.994466403,1265,2.0471,104200
-121.41,38.59,18,4.235249042,1.108045977,2.209195402,1305,2.6485,114500
-121.41,38.59,17,4.020501139,1.181256102,1.852261634,3073,2.5245,99100
-121.41,38.58,18,3.997126437,1.081609195,1.61091954,1740,3.089,141400
-121.39,38.61,36,4.652427184,1.040776699,2.378640777,515,2.9559,136600
-121.39,38.6,22,4.6184,1.056,2.0856,1250,2.5238,118800
-121.4,38.61,37,5.616901408,0.977464789,2.202816901,355,4.1488,136400
-121.38,38.59,36,5.581081081,1.067567568,3.441441441,222,3.0156,103000
-121.39,38.59,33,4.44893617,0.995744681,2.240425532,470,2.2264,108100
-121.39,38.59,34,4.585657371,0.932270916,2.243027888,251,2.8,113600
-121.4,38.59,25,4.632016632,1.11018711,2.349272349,481,2.5363,124600
-121.4,38.59,18,4.243506494,1.012987013,1.917207792,616,2.0432,156800
-121.38,38.59,36,5.288732394,1.018779343,2.389671362,426,3.2596,98700
-121.39,38.58,36,5.671348315,1.036516854,2.466292135,356,2.8462,93400
-121.39,38.58,41,7.601769912,1.076696165,2.693215339,339,6.3406,448300
-121.37,38.6,35,5.714025501,0.990892532,2.389799636,549,3.788,136800
-121.37,38.6,36,7.46,0.96,2.76,150,5.8336,283300
-121.38,38.6,36,8.734265734,1.111888112,2.531468531,143,6.8469,446400
-121.38,38.61,34,6.029227557,1.035490605,2.438413361,479,3.6053,148600
-121.37,38.59,36,6.33919598,1.007537688,2.329145729,398,3.5179,207800
-121.37,38.58,37,7.0975,0.975,2.515,400,7.3343,280400
-121.38,38.58,38,6.537444934,1.046255507,2.59030837,454,5.0497,191700
-121.38,38.59,38,6.663043478,1.039855072,2.481884058,276,4.5313,189400
-121.37,38.59,36,6.707865169,1.036516854,2.353932584,356,4.775,194100
-121.35,38.61,27,5.124835742,1.019710907,2.035479632,761,2.7788,115700
-121.35,38.6,27,7.502608696,1.062608696,2.890434783,575,5.0997,170100
-121.36,38.6,35,5.710059172,0.970414201,2.381656805,338,4.4643,133000
-121.36,38.6,36,5.204081633,0.926530612,2.163265306,245,3.875,133600
-121.36,38.61,35,6.652542373,1.031073446,2.805084746,354,5.0492,144100
-121.35,38.59,29,6.237864078,0.936893204,2.233009709,206,5.3243,265700
-121.36,38.59,32,7.575688073,1.100917431,2.717889908,436,5.0508,225700
-121.36,38.58,25,7.627684964,0.968973747,2.334128878,419,8.4699,344000
-121.35,38.58,20,8.130434783,1.027173913,3.002717391,368,8.6572,320200
-121.34,38.58,18,7.153508772,1,2.627192982,228,7.8031,267200
-121.34,38.59,23,7.102439024,1.026829268,2.76097561,410,5.9174,225900
-121.34,38.59,22,7.069114471,1.036717063,2.485961123,463,8.05,380000
-121.36,38.64,24,6.343355965,0.977691562,2.586808923,1031,5.5632,175200
-121.36,38.63,28,6.551391863,1.054603854,2.816916488,934,4.875,146400
-121.35,38.62,28,5.030120482,0.959036145,2.448192771,830,3.4299,164000
